,CAND_ID,numdonat
1176,H0NY04057,1
1177,H0SC04257,39
1178,H8GA07201,1433
1179,H8MO07223,1
1180,H8NY29032,14
1181,S4WV00159,2
1182,H2CA06259,25
1183,H2NY14037,31
1184,H4AZ07043,64
1185,H8CA49066,9
1186,H8CA52052,70
1187,H8PA05071,28
1188,H8TX03123,75
1189,S8MO00145,51
1190,H6FL19087,48
1191,H6GA05217,16667
1192,H8KS04120,702
1193,H8MA03130,14
1194,H8ME01120,164
1195,H8ME02144,2
1196,H8NJ11142,2826
1197,H8TX27049,25
1198,S8NE00182,802
1199,H2IL17071,3374
1200,H6FL18139,1
1201,H8AR04130,3
1202,H8HI01200,8
1203,H8MP01015,3
1204,H2NC09134,18
1205,H2NY03089,41
1206,H8OH12180,155
1207,H6NY24177,3
1208,H8CA23103,31
1209,H8CT05252,14
1210,H8NY21252,6
1211,S8MN00628,2
1212,H2CT05131,302
1213,H4PA13181,7
1214,H8FL15107,45
1215,H8GA11062,4
1216,H8NY11089,2
1217,H8TX33021,12
1218,S8NJ00012,1
1219,H0AL07086,50
1220,H4FL20023,316
1221,H4MI06105,2
1222,H8AZ01229,11
1223,H8CA52110,2
1224,H8MN06096,1
1225,H8NC05055,2
1226,H4CA45097,423
1227,H4NJ03130,232
1228,H6IL18088,94
1229,H6NC09200,321
1230,H6VA07130,2
